Ref,Val,Package,PosX,PosY,Rot,Side
"C30","100n","C_0805_2012Metric",-30.754000,-3.028000,180.000000,top
"C31","10n0","C_0805_2012Metric",-9.500000,-38.187500,270.000000,top
"C32","100n","C_0805_2012Metric",-22.600000,21.237500,270.000000,top
"C33","100u","CP_EIA-3528-21_Kemet-B",-14.500000,-32.537500,270.000000,top
"C34","100u","CP_EIA-3528-21_Kemet-B",-14.500000,-27.037500,90.000000,top
"C35","1n00","C_0805_2012Metric",-45.917500,-8.483000,180.000000,top
"C36","10u0/75V","C_1210_3225Metric",11.400000,36.900000,270.000000,top
"C37","10u0/75V","C_1210_3225Metric",-26.800000,37.000000,270.000000,top
"C38","10u0/75V","C_1210_3225Metric",-5.250000,37.250000,270.000000,top
"C39","10u0/75V","C_1210_3225Metric",-30.200000,37.000000,270.000000,top
"C40","1n00","C_0805_2012Metric",-45.917500,-10.642000,180.000000,top
"C41","10n0","C_0805_2012Metric",-31.900000,11.137500,270.000000,top
"C42","10u0/25V","C_0805_2012Metric",-40.629500,-19.889000,270.000000,top
"C43","10u0/75V","C_1210_3225Metric",14.950000,36.900000,270.000000,top
"C44","10u0/75V","C_1210_3225Metric",-8.650000,37.250000,270.000000,top
"C45","100n","C_0805_2012Metric",-51.662500,4.000000,0.000000,top
"C46","100n","C_0805_2012Metric",-31.262500,3.900000,0.000000,top
"C47","1n00","C_0805_2012Metric",-45.917500,-12.801000,180.000000,top
"C48","100n","C_0805_2012Metric",-41.562500,4.000000,0.000000,top
"C49","10u0/25V","C_0805_2012Metric",35.900000,-26.337500,90.000000,top
"C53","330u","CP_Elec_10x12.5",41.800000,19.600000,90.000000,top
"C54","330u","CP_Elec_10x12.5",28.900000,19.700000,90.000000,top
"C55","330u","CP_Elec_10x12.5",34.100000,6.300000,270.000000,top
"C56","330u","CP_Elec_10x12.5",47.500000,6.300000,270.000000,top
"D1","BLUE","LED_0805_2012Metric",-38.754000,-24.119499,90.000000,top
"D2","RED","LED_0805_2012Metric",-30.118000,-24.017328,90.000000,top
"D3","GREEN","LED_0805_2012Metric",-34.436000,-24.055999,90.000000,top
"D4","SS210","D_SMA",21.200000,-35.900000,90.000000,top
"D5","SS210","D_SMA",-2.500000,-32.750000,90.000000,top
"D6","B5819W","D_SOD-123",14.200000,-49.500000,270.000000,top
"D8","SMMBD914LT3G","SOT-23",-25.800000,21.200000,90.000000,top
"D9","SMMBD914LT3G","SOT-23",-45.200000,21.000000,90.000000,top
"D10","SMMBD914LT3G","SOT-23",-35.100000,21.100000,90.000000,top
"D11","RED","LED_0805_2012Metric",25.037500,-26.800000,180.000000,top
"J1","Conn_01x06","JST_SH_BM06B-SRSS-TB_1x06-1MP_P1.00mm_Vertical",-18.900000,-48.025000,158.000000,top
"J2","Conn_01x06","JST_SH_BM06B-SRSS-TB_1x06-1MP_P1.00mm_Vertical",-7.950000,-51.100000,170.000000,top
"J3","Conn_01x06","JST_SH_BM06B-SRSS-TB_1x06-1MP_P1.00mm_Vertical",-28.775000,-42.600000,145.000000,top
"J5","Conn_01x03","JST_SH_BM03B-SRSS-TB_1x03-1MP_P1.00mm_Vertical",1.950000,-52.075000,180.000000,top
"J12","NTC","2pad_smd_testpin",-19.400000,21.275000,180.000000,top
"J13","T-Motor","JST_SH_BM02B-SRSS-TB_1x02-1MP_P1.00mm_Vertical",-17.575736,-21.321320,315.000000,top
"J15","EXT_OFF","JST_SH_BM06B-SRSS-TB_1x06-1MP_P1.00mm_Vertical",36.000000,-37.000000,221.000000,top
"L1","470u","L_12x12mm_H6mm",12.050000,-32.800000,0.000000,top
"L2","15u0","L_7.3x7.3_H4.5",-8.475000,-32.050000,270.000000,top
"Q1","TPH2R608NH,L1Q","TRANS_TPHR8504PL-3PIN",-25.500000,42.600000,180.000000,top
"Q2","TPH2R608NH,L1Q","TRANS_TPHR8504PL-3PIN",-25.550000,31.400000,0.000000,top
"Q3","TPH2R608NH,L1Q","TRANS_TPHR8504PL-3PIN",15.300000,42.500000,180.000000,top
"Q4","TPH2R608NH,L1Q","TRANS_TPHR8504PL-3PIN",15.450000,31.300000,0.000000,top
"Q5","TPH2R608NH,L1Q","TRANS_TPHR8504PL-3PIN",-5.050000,42.700000,180.000000,top
"Q6","TPH2R608NH,L1Q","TRANS_TPHR8504PL-3PIN",-5.050000,31.500000,0.000000,top
"R1","0R00","R_0805_2012Metric",-26.900000,-34.712500,270.000000,top
"R2","22R1","R_0805_2012Metric",-37.625000,-28.137500,270.000000,top
"R3","22R1","R_0805_2012Metric",-35.325000,-28.087500,270.000000,top
"R4","2k70","R_0805_2012Metric",-20.152005,-41.787500,270.000000,top
"R5","100R","R_0805_2012Metric",-0.390000,-46.762499,270.000000,top
"R6","2k70","R_0805_2012Metric",-17.850000,-42.637500,270.000000,top
"R7","2k70","R_0805_2012Metric",-15.575000,-43.462500,270.000000,top
"R8","10k0","R_0805_2012Metric",-13.250000,-44.662500,270.000000,top
"R9","1k00","R_0805_2012Metric",-36.595000,-24.119499,90.000000,top
"R10","221R","R_0805_2012Metric",-27.959000,-24.055999,90.000000,top
"R11","221R","R_0805_2012Metric",-32.277000,-24.055999,90.000000,top
"R12","680k","R_0805_2012Metric",20.450000,-46.525000,90.000000,top
"R13","56k0","R_0805_2012Metric",-51.200000,0.637500,270.000000,top
"R14","2k70","R_0805_2012Metric",-53.300000,0.637500,270.000000,top
"R15","680k","R_0805_2012Metric",8.800000,-41.200000,180.000000,top
"R16","10k0","R_0805_2012Metric",8.880001,-45.600000,0.000000,top
"R17","56k0","R_0805_2012Metric",-41.910000,0.468000,270.000000,top
"R18","2k70","R_0805_2012Metric",-39.624000,0.468000,270.000000,top
"R19","56k0","R_0805_2012Metric",-32.638000,0.586500,270.000000,top
"R20","2k70","R_0805_2012Metric",-30.226000,0.586500,270.000000,top
"R21","56k0","R_0805_2012Metric",-49.962500,-15.000000,0.000000,top
"R22","2k70","R_0805_2012Metric",-49.962500,-17.200000,0.000000,top
"R23","2k70","R_0805_2012Metric",8.880001,-47.750000,180.000000,top
"R24","4R75","R_0805_2012Metric",2.900000,-29.500000,0.000000,top
"R25","4R75","R_0805_2012Metric",17.237500,46.500000,180.000000,top
"R26","4R75","R_0805_2012Metric",10.400000,28.400000,270.000000,top
"R27","13k0","R_0805_2012Metric",-12.210000,-38.137500,270.000000,top
"R28","4R75","R_0805_2012Metric",-23.500000,46.900000,180.000000,top
"R29","1k00","R_0805_2012Metric",-50.100000,11.237500,90.000000,top
"R30","1k00","R_0805_2012Metric",-40.600000,11.162500,90.000000,top
"R31","0R001","R_2512_6332Metric",21.600000,36.950000,180.000000,top
"R32","4R75","R_0805_2012Metric",-30.600000,28.600000,270.000000,top
"R33","1k00","R_0805_2012Metric",-29.600000,11.237500,90.000000,top
"R34","7k50","R_0805_2012Metric",-9.600000,-42.197500,270.000000,top
"R35","7k50","R_0805_2012Metric",25.100000,-29.800000,180.000000,top
"R36","10k0","R_0805_2012Metric",-19.362500,19.800000,0.000000,top
"R37","0R00","R_0805_2012Metric",-28.950000,-34.700000,270.000000,top
"R38","4R75","R_0805_2012Metric",2.900000,-31.850000,0.000000,top
"R39","4R75","R_0805_2012Metric",2.850000,-34.200000,0.000000,top
"R42","4R75","R_0805_2012Metric",-3.362500,46.800000,180.000000,top
"R43","4R75","R_0805_2012Metric",-10.100000,28.600000,270.000000,top
"R45","0R001","R_2512_6332Metric",-19.400000,37.100000,180.000000,top
"R46","0R001","R_2512_6332Metric",1.200000,37.100000,180.000000,top
"U1","STM32F405RGTx","LQFP-64_10x10mm_P0.5mm",-35.928200,-10.981400,0.000000,top
"U2","SN74LVC1G66DBVR","M74VHC1GT66DTT1G",-46.000000,0.431800,90.000000,top
"U3","LM5107","SOIC-8_3.9x4.9mm_P1.27mm",-45.800000,16.200000,0.000000,top
"U4","INA240A2","INA240A1QPWRQ1",-49.400000,7.100000,180.000000,top
"U5","INA240A2","INA240A1QPWRQ1",-29.100000,7.100000,180.000000,top
"U6","INA240A2","INA240A1QPWRQ1",-39.300000,7.100000,180.000000,top
"U7","SN74LVC1G66DBVR","M74VHC1GT66DTT1G",-46.600000,11.200000,0.000000,top
"U8","SN74LVC1G66DBVR","M74VHC1GT66DTT1G",-37.006200,11.200000,0.000000,top
"U9","SN74LVC1G66DBVR","M74VHC1GT66DTT1G",-26.200000,11.100000,0.000000,top
"U10","LM5008MM","MSOP-8_3x3mm_P0.65mm",12.800000,-43.375000,270.000000,top
"U11","SN74LVC1G66DBVR","M74VHC1GT66DTT1G",-36.322000,0.508000,90.000000,top
"U12","LM5107","SOIC-8_3.9x4.9mm_P1.27mm",-35.800000,16.300000,0.000000,top
"U13","SN74LVC1G66DBVR","M74VHC1GT66DTT1G",-27.068000,0.431800,90.000000,top
"U14","TPS5430DDA","TI_SO-PowerPAD-8_ThermalVias",-4.525000,-39.520000,0.000000,top
"U15","LM5107","SOIC-8_3.9x4.9mm_P1.27mm",-26.400000,16.250000,0.000000,top
"U16","EYSGJNZWY","BLE_EYSGJNZWY",33.300000,-31.500000,90.000000,top
"U18","AQY282S","SO-4_4.4x4.3mm_P2.54mm",26.200000,-42.800000,180.000000,top
"Y1","X50328MSB2GI","Crystal_SMD_5032-2Pin_5.0x3.2mm",-50.174400,-8.150000,270.000000,top
